,task,xo_idx,xo_specified,xo_known,algorithm,beta,samples_datetime,dist_gt_mean,dist_gt_std,dist_samples_mean,dist_samples_std,dist_estimate_mean,dist_estimate_std,r_dist_gt_estimate,mse_dist_gt_estimate,r_dist_samples_estimate,mse_dist_samples_estimate,c2st
467,two_moons,8,specified,unknown,GBI,1000.0,2023_05_07__22_26_00,0.006679346,0.003364054,0.0066543547,0.0051891357,0.014809038,0.0008115549,0.46468645,7.55282e-05,0.28004992,9.1720816e-05,0.6518
468,two_moons,8,specified,unknown,GT,10.0,2023_05_04__01_37_00,0.06352026,0.08044034,0.06397725,0.082643606,0.06760523,0.0804274,0.99741375,5.014466e-05,0.9628389,0.00051198347,
469,two_moons,8,specified,unknown,GT,100.0,2023_05_04__01_37_00,0.011668939,0.008247979,0.011810355,0.011586384,0.018788619,0.005624894,0.9285916,6.419355e-05,0.67745364,0.0001262621,
470,two_moons,8,specified,unknown,GT,1000.0,2023_05_04__01_37_00,0.004410272,0.001094595,0.0043962165,0.0037414879,0.0148219345,0.00084874313,0.6490483,0.00010911508,0.19747706,0.00012215777,
471,two_moons,8,specified,unknown,NLE,1.0,2023_05_07__22_20_15,0.0061948565,0.0030655048,0.006230796,0.0064114616,0.015718728,0.0021007317,0.8458998,9.361913e-05,0.42622465,0.00012405255,
472,two_moons,8,specified,unknown,NPE,1.0,2023_05_07__22_20_15,0.008986618,0.055848222,0.008924668,0.056896582,0.01832102,0.054217283,0.9993345,9.381913e-05,0.9922466,0.00014329435,
473,two_moons,8,specified,unknown,eGBI,10.0,2023_05_07__22_26_00,0.064189434,0.07834297,0.06502751,0.08310029,0.06819442,0.07848437,0.99733025,4.888333e-05,0.9619447,0.00052763126,0.5161
474,two_moons,8,specified,unknown,eGBI,100.0,2023_05_07__22_26_00,0.0124876555,0.009270487,0.012678648,0.0124025075,0.019358536,0.0067278133,0.9346366,6.182468e-05,0.6976299,0.00012726709,0.5
475,two_moons,8,specified,unknown,eGBI,1000.0,2023_05_07__22_26_00,0.0060930485,0.005501127,0.0060909665,0.007552357,0.015868004,0.0040417626,0.9541723,9.971653e-05,0.73245347,0.00012424262,0.5589
476,two_moons,8,misspecified,known,ABC,10.0,2023_05_07__22_26_00,0.10620428,0.0814576,0.107928425,0.07949771,0.11574009,0.07917923,0.9936338,0.00017649506,0.9752236,0.0003667979,
477,two_moons,8,misspecified,known,ABC,100.0,2023_05_07__22_26_00,0.027711079,0.017784981,0.02811575,0.01956589,0.041070852,0.013403695,0.94962573,0.00022083188,0.8520429,0.00028110074,
478,two_moons,8,misspecified,known,ABC,1000.0,2023_05_07__22_26_00,0.027722748,0.017071072,0.028570391,0.01846073,0.04129934,0.014172639,0.9307277,0.00022540613,0.8176076,0.0002735785,
479,two_moons,8,misspecified,known,GBI,10.0,2023_05_07__22_26_00,0.12247644,0.103495926,0.123613596,0.10608762,0.12912056,0.10142714,0.9958,0.00013658174,0.9815199,0.00044966067,0.4998
480,two_moons,8,misspecified,known,GBI,100.0,2023_05_07__22_26_00,0.026766071,0.014246125,0.026909124,0.015791321,0.038290348,0.009442881,0.9189902,0.00017766676,0.835525,0.00021886855,0.5613
481,two_moons,8,misspecified,known,GBI,1000.0,2023_05_07__22_26_00,0.011987026,0.0032676633,0.012054908,0.0046652164,0.028972033,0.000935431,0.918454,0.00029442715,0.6604191,0.00030306095,0.8788
482,two_moons,8,misspecified,known,GT,10.0,2023_05_04__01_37_00,0.12052342,0.10478606,0.12210071,0.1078576,0.128299,0.103013754,0.99570453,0.00015631491,0.982463,0.00045149823,
483,two_moons,8,misspecified,known,GT,100.0,2023_05_04__01_37_00,0.02822284,0.012670329,0.02858597,0.014761362,0.040704675,0.009527493,0.89292103,0.00019151894,0.7901483,0.00023326566,
484,two_moons,8,misspecified,known,GT,1000.0,2023_05_04__01_37_00,0.02207232,0.007151189,0.022153644,0.00923583,0.036523074,0.0050689406,0.7061289,0.00023445998,0.55305976,0.00026567947,
485,two_moons,8,misspecified,known,NLE,1.0,2023_05_07__22_20_15,0.43121615,0.3244183,0.43642345,0.3293903,0.42597187,0.317266,0.9994782,0.0001860503,0.9957194,0.0011507291,
486,two_moons,8,misspecified,known,NPE,1.0,2023_05_07__22_20_15,0.010014303,0.0038736088,0.009996741,0.0046847607,0.031122977,0.0038495369,0.6279169,0.0004566713,0.51902723,0.00046435982,
487,two_moons,8,misspecified,known,eGBI,10.0,2023_05_07__22_26_00,0.11977056,0.104603186,0.12116031,0.10692722,0.12732376,0.10301852,0.99575394,0.00015105246,0.9808647,0.00047474555,0.4976
488,two_moons,8,misspecified,known,eGBI,100.0,2023_05_07__22_26_00,0.020570885,0.011520914,0.020800637,0.0128955105,0.036729127,0.0082453275,0.88240093,0.00029415393,0.79818237,0.0003182456,0.6062
489,two_moons,8,misspecified,known,eGBI,1000.0,2023_05_07__22_26_00,0.00894361,0.0020755976,0.008923424,0.0032845729,0.031758595,0.0026795862,0.32686758,0.00052837434,0.20940842,0.00053572457,0.9051
490,two_moons,8,misspecified,unknown,ABC,10.0,2023_05_07__22_26_00,0.4602024,0.18628268,0.45762426,0.18847178,0.46110526,0.18781678,0.99608725,0.00027143807,0.95175594,0.0033597304,
491,two_moons,8,misspecified,unknown,ABC,100.0,2023_05_07__22_26_00,0.40124667,0.113299936,0.39759967,0.11871928,0.4021718,0.11316668,0.98672706,0.00033443165,0.86401004,0.0036321052,
492,two_moons,8,misspecified,unknown,ABC,1000.0,2023_05_07__22_26_00,0.40352246,0.106922954,0.4027752,0.11600676,0.40440148,0.10474609,0.98487717,0.0003373868,0.8471425,0.0037674364,
493,two_moons,8,misspecified,unknown,GBI,10.0,2023_05_07__22_26_00,0.38300046,0.09922192,0.38692066,0.11224721,0.3815378,0.09811169,0.9837959,0.00031879678,0.8746177,0.0029898074,0.5147
494,two_moons,8,misspecified,unknown,GBI,100.0,2023_05_07__22_26_00,0.28449595,0.014355635,0.28736195,0.041483577,0.27151087,0.012910886,0.7764162,0.0002535622,0.29819477,0.0018191024,0.7122
