,task,xo_idx,xo_specified,xo_known,algorithm,beta,samples_datetime,dist_gt_mean,dist_gt_std,dist_samples_mean,dist_samples_std,dist_estimate_mean,dist_estimate_std,r_dist_gt_estimate,mse_dist_gt_estimate,r_dist_samples_estimate,mse_dist_samples_estimate,c2st
90,uniform_1d,1,misspecified,known,GT,4.0,2023_05_04__01_16_42,0.25575882,0.17058,0.25298655,0.2180962,0.28147504,0.18869181,0.9946049,0.0013365365,0.7668626,0.020860808,
91,uniform_1d,1,misspecified,known,GT,20.0,2023_05_04__01_16_42,0.13015935,0.046884555,0.12855811,0.10904036,0.13687435,0.056540053,0.9954749,0.0001622874,0.46353573,0.009438329,
92,uniform_1d,1,misspecified,known,GT,100.0,2023_05_04__01_16_42,0.10141306,0.007239763,0.09956167,0.08345058,0.10114773,0.010523094,0.989499,1.2448215e-05,0.09214447,0.0069140326,
93,uniform_1d,1,misspecified,known,NLE,1.0,2023_05_07__21_56_20,0.13858216,0.12090606,0.13618541,0.15717693,0.14478709,0.13051827,0.9962436,0.0002494079,0.7654767,0.010404847,
94,uniform_1d,1,misspecified,known,NPE,1.0,2023_05_07__21_56_20,0.10107736,0.051176507,0.09904905,0.09553348,0.09899798,0.054246653,0.99832034,2.3072605e-05,0.48460832,0.007045098,
95,uniform_1d,1,misspecified,known,eGBI,4.0,2023_05_07__22_00_34,0.26181424,0.1738842,0.25901553,0.22334906,0.28794807,0.19197606,0.99476343,0.0013597623,0.77234954,0.02133951,0.4946
96,uniform_1d,1,misspecified,known,eGBI,20.0,2023_05_07__22_00_34,0.14300163,0.061135363,0.14084896,0.118683204,0.15210511,0.07257142,0.99506694,0.00025739436,0.51249784,0.010648611,0.5003
97,uniform_1d,1,misspecified,known,eGBI,100.0,2023_05_07__22_00_34,0.11505049,0.031230165,0.11305575,0.09489301,0.118776366,0.038618006,0.9947851,8.102807e-05,0.33008307,0.008107914,0.5536
98,uniform_1d,1,misspecified,unknown,ABC,4.0,2023_05_07__22_00_34,0.44310197,0.26407328,0.471062,0.32554632,0.7638895,0.24754313,0.9972474,0.10352509,0.8339287,0.11794168,
99,uniform_1d,1,misspecified,unknown,ABC,20.0,2023_05_07__22_00_34,0.18930262,0.08931201,0.20655528,0.14482109,0.51478314,0.10426479,0.9988519,0.106177635,0.57382786,0.10922911,
100,uniform_1d,1,misspecified,unknown,ABC,100.0,2023_05_07__22_00_34,0.18072851,0.114318326,0.20210432,0.17925444,0.5014265,0.12451415,0.9959502,0.103062056,0.7168964,0.104915164,
101,uniform_1d,1,misspecified,unknown,GBI,4.0,2023_05_07__22_00_34,0.79031605,0.36844712,0.79409856,0.44614783,0.83046913,0.25330174,0.9290234,0.028113697,0.76500934,0.09160695,0.5507
102,uniform_1d,1,misspecified,unknown,GBI,20.0,2023_05_07__22_00_34,0.15217347,0.11737997,0.15443097,0.16171186,0.4493757,0.067187876,0.8985237,0.09244816,0.6723844,0.1030431,0.517
103,uniform_1d,1,misspecified,unknown,GBI,100.0,2023_05_07__22_00_34,0.09642498,0.007596801,0.097762324,0.08190642,0.4018467,0.010012735,0.9997876,0.09328828,0.09281065,0.09912266,0.5321
104,uniform_1d,1,misspecified,unknown,GT,4.0,2023_05_04__01_16_42,0.5628234,0.38857913,0.56735796,0.44949186,0.7337269,0.25828236,0.9233183,0.061570838,0.81308436,0.107623965,
105,uniform_1d,1,misspecified,unknown,GT,20.0,2023_05_04__01_16_42,0.13407956,0.047394373,0.13595402,0.11030054,0.4492212,0.057004075,0.9911777,0.09945428,0.44059283,0.108009525,
106,uniform_1d,1,misspecified,unknown,GT,100.0,2023_05_04__01_16_42,0.10074346,0.010120898,0.10217325,0.0845144,0.40755615,0.013183631,0.9997289,0.094143495,0.13161893,0.10028051,
107,uniform_1d,1,misspecified,unknown,NLE,1.0,2023_05_07__21_56_20,1.4047228,0.53912073,1.4116502,0.63886994,1.3650125,0.48699838,0.97465044,0.017601538,0.825206,0.13398053,
108,uniform_1d,1,misspecified,unknown,NPE,1.0,2023_05_07__21_56_20,0.8425871,0.016341088,0.8474773,0.26143864,0.82921416,0.029885454,0.051683813,0.0012883036,-0.0030790376,0.06961111,
109,uniform_1d,1,misspecified,unknown,eGBI,4.0,2023_05_07__22_00_34,0.5924048,0.3893519,0.59774256,0.45249406,0.7528378,0.26459652,0.9156274,0.05868038,0.8007886,0.107045926,0.493
110,uniform_1d,1,misspecified,unknown,eGBI,20.0,2023_05_07__22_00_34,0.15887313,0.08648926,0.16059566,0.13951725,0.4731346,0.084519215,0.9171667,0.09997494,0.5660157,0.11093772,0.5141
111,uniform_1d,1,misspecified,unknown,eGBI,100.0,2023_05_07__22_00_34,0.11092814,0.05103208,0.11265973,0.10391624,0.4157623,0.03933985,0.8735584,0.093568146,0.45694754,0.100479625,0.5955
112,uniform_1d,2,specified,known,ABC,4.0,2023_05_07__22_00_34,0.15019588,0.13312763,0.15997432,0.18663639,0.1753051,0.14704731,0.9943196,0.0010383093,0.8138274,0.011785382,
113,uniform_1d,2,specified,known,ABC,20.0,2023_05_07__22_00_34,0.06057583,0.06913827,0.049113594,0.053487167,0.08158739,0.087416135,0.9707253,0.001115668,0.58582085,0.005978343,
114,uniform_1d,2,specified,known,ABC,100.0,2023_05_07__22_00_34,0.040503368,0.021699939,0.038192432,0.04865032,0.053717192,0.03400265,0.87611425,0.00050209777,0.29284605,0.0027440938,
115,uniform_1d,2,specified,known,GBI,4.0,2023_05_07__22_00_34,0.08651131,0.08762731,0.088627055,0.118023366,0.099782504,0.09721241,0.99087244,0.00042345357,0.757129,0.0061294194,0.5001
116,uniform_1d,2,specified,known,GBI,20.0,2023_05_07__22_00_34,0.03545605,0.02689193,0.03597738,0.04776521,0.042698167,0.028358316,0.9540058,0.00012473561,0.54121166,0.0016643676,0.4971
117,uniform_1d,2,specified,known,GBI,100.0,2023_05_07__22_00_34,0.023452822,0.005573148,0.02329653,0.02470802,0.029096814,0.0058179954,0.87085956,4.0287563e-05,0.2227753,0.00061381405,0.5271
118,uniform_1d,2,specified,known,GT,4.0,2023_05_04__01_16_42,0.08729745,0.08710249,0.08835886,0.11666999,0.10135809,0.09672279,0.9893706,0.00046929793,0.7421129,0.006385954,
119,uniform_1d,2,specified,known,GT,20.0,2023_05_04__01_16_42,0.037488405,0.031869028,0.037364807,0.05234538,0.046840966,0.036130033,0.95487916,0.00020950868,0.56605333,0.001993749,
120,uniform_1d,2,specified,known,GT,100.0,2023_05_04__01_16_42,0.02355603,0.005371402,0.023756018,0.02538036,0.031581994,0.009032522,0.6787779,0.00010898061,0.16353081,0.0007118864,
121,uniform_1d,2,specified,known,NLE,1.0,2023_05_07__21_56_20,0.035041638,0.018932194,0.03476386,0.043140057,0.043751713,0.022207445,0.87791604,0.00018922676,0.36879265,0.0017280579,
122,uniform_1d,2,specified,known,NPE,1.0,2023_05_07__21_56_20,0.03685547,0.019772422,0.03702789,0.04626278,0.043942913,0.021638522,0.94660324,9.9395664e-05,0.4327973,0.0017894289,
123,uniform_1d,2,specified,known,eGBI,4.0,2023_05_07__22_00_34,0.08972271,0.09108725,0.09052235,0.122185856,0.10436343,0.10139145,0.9908668,0.0004891707,0.75941825,0.0065836487,0.5118
124,uniform_1d,2,specified,known,eGBI,20.0,2023_05_07__22_00_34,0.041365527,0.03913229,0.04133277,0.0599424,0.051599775,0.045323238,0.96130884,0.0002802782,0.61983943,0.0023843034,0.5149
125,uniform_1d,2,specified,known,eGBI,100.0,2023_05_07__22_00_34,0.031168217,0.019453246,0.031068988,0.04047945,0.041459445,0.022066137,0.82689506,0.0002613189,0.40182665,0.0015153371,0.5908
126,uniform_1d,2,specified,unknown,ABC,4.0,2023_05_07__22_00_34,0.08662282,0.06426457,0.1002059,0.09786679,0.10119986,0.0781262,0.99191517,0.00048035238,0.5709333,0.0068129133,
127,uniform_1d,2,specified,unknown,ABC,20.0,2023_05_07__22_00_34,0.06895855,0.060450945,0.05845116,0.07457698,0.0836334,0.07248315,0.99026686,0.00044081837,0.5569246,0.0053327936,
128,uniform_1d,2,specified,unknown,ABC,100.0,2023_05_07__22_00_34,0.056481104,0.034194864,0.05153845,0.05910121,0.065827414,0.037776906,0.963524,0.00019228108,0.32975435,0.0035828114,
